identifier,http_code,type,properties_type,subject,othersubject,references,abstract,downloadableData,IPA
r_sicili:d0b2cf65-eea2-41f7-b2b7-614d9af1d2db,000,Feature,"2:liveData,OGC:WCS-1.1.1-http-get-capabilities",infoCoverageAccessService,"dtm,mdt,elevazione,dem",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/mdt_2008/ImageServer/WCSServer,Modello digitale del terreno passo 2m derivato da dati LIDAR volo ATA 2007-2008  in GAUSS BOAGA,0,r_sicili
r_sicili:d310aa14-ea41-4fb7-a84b-1116e58493eb,000,Feature,"4:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities,WWW:LINK-1.0-http-get-download",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/egadi_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico delle Isole Egadi - Regimi Normativi,0,r_sicili
r_sicili:d32b2e9d-e6f7-4048-a469-c4e6a2bbac48,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,regimi normativi",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ct_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico di Catania - Regimi normativi - Servizio di consultazione,0,r_sicili
r_sicili:d8edd242-6e58-45dd-aee1-ec8a1f6a04c3,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"boschi vetusti,sistema informativo forestale,sif,comando corpo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_BOSCHI_VETUSTI/MapServer/WMSServer,"La carta dei boschi vetusti in Sicilia individua formazioni forestali che non hanno subito significativi processi di disturbo e che, non essendo state utilizzate per un periodo sufficientemente lungo, allo stato attuale si presentano come formazioni potenzialmente vetuste(formazioni prossimonaturali)",0,r_sicili
r_sicili:da28e16d-2ada-4779-aab1-ca85cb1373ec,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,grafico volo,fotogrammi,2012,2013",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/ATA_2013/MapServer/WMSServer,"Volo ATA 2012-2013, grafici dei voli realizzati per la restituzione della CTR a scala 1:10.000.",0,r_sicili
r_sicili:dbb1a70b-413e-4fc6-856b-c5657ed829a7,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambiti23_beni_paesaggistici/MapServer/WMSServer,Piano Paesaggistico di Trapani ambito 2 e 3 - Beni paesaggistici,0,r_sicili
r_sicili:dce99550-1c65-4d9e-a2e7-4ba133d41ba7,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"Associazioni,volontariato,sicilia,registro,regionale,protezione,civile",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Associazioni_di_Volontariato/wms?,Banca Dati delle Associazioni di Volontariato della Regione Sicilia iscritte nel registro regionale del Dipartimento Regionale della Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:dd11aac3-0100-4e2c-b62f-c261eb5f996a,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,geositi,https://map.sitr.regione.sicilia.it/orbs/services/geositi/catalogo_geositi/MapServer/WMSServer,Catalogo Regionale dei Geositi,0,r_sicili
r_sicili:e055552b-17f5-4ce4-bee2-2d490a3114e1,000,Feature,"2:liveData,OGC:WFS-2.0.0-http-get-capabilities",infoFeatureAccessService,"aree protette,Regionale",https://map.sitr.regione.sicilia.it/orbs/services/aree_protette/Calendula_Maritima/MapServer/WFSServer,"Dati cartografici che individuano le aree dove è vietata la raccolta, il danneggiamento e l’estirpazione anche parziale di esemplari di Calendula Maritima Guss. - Servizio di scaricamento",0,r_sicili
r_sicili:e2b5c571-eb7b-4446-a382-10a053e002df,000,Feature,"8:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"sismica,terremoti,etna,microzonazione,rischio sismico,geologia,faglie",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Fratturazioni_al_suolo/wms?,"Copertura delle Fratturazioni al suolo osservate, per creep asismico, storiche documentate e storiche documentate non facilmente localizzabili, comprensive delle aree di rispetto ex Art. 12 D.P. 20/12/2005, nel versante orientale dell'Etna, realizzata dal Dipartimento Regionale della Protezione Civile nell'ambito degli studi di Microzonazione sismica dei Comuni colpiti dagli eventi sismici - vulcanici etnei del 2002. OPCM 3278/2003.",0,r_sicili
r_sicili:e32082c9-e962-4e19-9d79-394f8a7edf88,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/orbs/services/carta_natura_50000/cartanatura_fragilitaambientale/MapServer/WMSServer,Carta della Fragilità Ambientale - Progetto carta NATURA 1:50.000 - Servizio di consultazione,0,r_sicili
r_sicili:e4507e78-d796-4233-820b-f0b562d5ca64,000,Feature,"2:liveData,OGC:WFS-2.0.0-http-get-capabilities",infoFeatureAccessService,"Parchi,Riserve,Aree Protette",https://map.sitr.regione.sicilia.it/orbs/services/aree_protette/parchi_riserve_areemarine/MapServer/WFSServer,"Aree naturali protette della Sicilia - Parchi e Riserve - Servizio di scaricamento (WFS)
Le aree naturali protette della Sicilia comprendono i Parchi regionali e le riserve naturali regionali. 
I parchi regionali italiani sono aree naturali protette costituite da zone terrestri, fluviali, lacustri ed eventualmente da tratti di mare prospicienti la costa, di valore ambientale e naturalistico, che rappresentano, nell'ambito di una o più regioni adiacenti, un sistema omogeneo, individuato dagli assetti naturalistici dei luoghi, dai valori paesaggistici e artistici e dalle tradizioni culturali delle popolazioni locali.
Le riserve naturali regionali sono costituite da aree terrestri, fluviali, lacustri o marine che contengano una o più specie naturalisticamente rilevanti della fauna e della flora, ovvero presentino uno o più ecosistemi importanti per la biodiversità biologica o per la conservazione delle risorse genetiche. La valenza degli elementi naturalistici presenti le colloca tra le riserve regionali.",0,r_sicili
r_sicili:e50da7e0-8ff3-4ede-b816-2e4f5fde025a,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ct_beni_paesaggistici/MapServer/WMSServer,Piano Paesaggistico di Catania - Beni paesaggistici,0,r_sicili
r_sicili:e685398d-e80f-44bf-84b8-f170b24c7f65,200,Feature,"2:liveData,OGC:CSW-2.0.2-http-get-capabilities",infoCatalogueService,"CSW,Metadati,Discovery Service,Servizio di Ricerca",http://www.sitr.regione.sicilia.it/geoportale/csw,Il servizio di ricerca del S.I.T.R. della Regione Siciliana fornisce l'accesso ai metadati su dati e servizi territoriali delle Pubbliche Amministrazioni provinciali e comunali della Sicilia. Il servizio è conforme alle specifiche CSW (ISO Application Profile) di OGC e alle linee guida INSPIRE sui servizi di ricerca,0,r_sicili
r_sicili:e816357d-a153-4011-b588-ba40a2deaede,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/orbs/services/carta_natura_50000/cartanatura_sensibilitaecologica/MapServer/WMSServer,Carta della Sensibilità Ecologica - Progetto carta NATURA 1:50.000 - Servizio di consultazione,0,r_sicili
r_sicili:eb7d584f-6c3f-4575-ad44-5370080992cf,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,questure,polizia di stato",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Polizia_di_Stato/wms?,In questo servizio sono censite le sedi delle Questure ricadenti nel territorio della Regione Sicilia. La Banca Dati è stata implementata con le informazioni pubblicate nel sito istituzionale della Polizia di Stato (http://questure.poliziadistato.it/dovesiamo.htm) per essere utilizzata ai fini della pianificazione di Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:ed147862-9b7b-42ba-a01b-4bb4af473f78,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"sismica,terremoti,etna,microzonazione,rischio sismico,geologia,faglie,macrosismica,epicentri",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Sismicita_storica/wms?,"Copertura delle localizzazioni epicentrali ricadenti nel versante orientale dell'Etna (Catalogo Macrosismico dei Terremoti Etnei dal 1832 al 1998 - R. Azzaro, M.S. Barbano, B. Antichi, R. Rigano - Acta Vulcanologica, 12 (1-2), 3-36, 2000 - http://www.ct.ingv.it)",0,r_sicili
r_sicili:ef5c9516-1c72-4517-8afc-637e121756c7,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"modelli di combustibile,sif,sicilia,sistema informativo forestale,combustibile,comando corpo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_MODELLI_DI_COMBUSTIBILE/MapServer/WMSServer,"La carta dei modelli di combustibile fa riferimento alla classificazione utilizzata nell'Inventario Forestale Regionale Siciliana basata sullo standard Fire Behaviour che individua 13 modelli classificati in 4 gruppi principali: praterie, arbusteti, lettiere di boschi, residui di utilizzazione forestali, distinti in base alla localizzazione prevalente del combustibile presente.",0,r_sicili
r_sicili:efc7378b-930a-4e89-b291-fa5d19105f3e,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Idraulica,Rischio Idraulico",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Idraulica_Rischio/MapServer/WMSServer,PAI - Regione Siciliana - Rischio Idraulico - Servizio di consultazione (WMS),0,r_sicili
r_sicili:eff12713-4094-4fa8-961b-ae73dfb0353a,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,trapani,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Trapani/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Trapani in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:f62c584a-7498-4cfe-ad64-1828e21fb606,000,Feature,"2:liveData,OGC:WFS-2.0.0-http-get-capabilities",infoFeatureAccessService,"natura 2000,sic,zsc,zps,aree protette",https://map.sitr.regione.sicilia.it/orbs/services/natura2000/sic_zsc_zps/MapServer/WFSServer,Rete Natura 2000 (SIC/ZSC e ZPS) Siciliana - Servizio di scaricamento (WFS),0,r_sicili
r_sicili:fbe17d7c-9ec4-44dc-a936-fa331026a49e,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"pericolosità,sismica,rischio,sismico,ingv,zonazione,ZS9",http://sit.protezionecivilesicilia.it:8081/geoserver/PERICOLOSITA_E_RISCHIO/Zonazione_sismogenetica_ZS9/wms?,"Mappa della Zonazione sismogenetica ZS9 (INGV, marzo 2004 - www.ingv.it).",0,r_sicili
r_sicili:fc94bee7-4f5e-44b5-bf15-58cb39328e08,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"quadro,sezione,sezioni,10000,10.000,CTR,ctr,2012,2013,carta tecnica",https://map.sitr.regione.sicilia.it/gis/services/ctr_10000/ctr_2013_dbtrs/MapServer/WMSServer,"Carta Tecnica Regionale scala 1:10000 - ediz. 2013 -DBTRS - Servizio di consultazione
Shapefile generati a partire dai file ASCII RSI e RSE. Carta Tecnica Regionale in scala 1:10.000 edizione 2012-2013 della regione siciliana. Shapefile generati a partire dai file ASCII RSI e RSE. Sistema di coordinate ETRS89 Fuso 33 Nord (EPSG: 25833) Le entità sono suddivise in strati informativi, raggruppandole per affinità logiche. Per la realizzazione della CTR numerica in scala 1:10.000 sono stati previsti i seguenti strati: A Sistema delle comunicazioni B Edificato ed altre strutture C Acque D Strutture connesse alla produzione e trasporto di energia E Elementi divisori e di sostegno F Morfologia G Vegetazione H Orografia L Toponimi M Punti di inquadramento https://www.sitr.regione.sicilia.it/download/download-carta-tecnica-regionale-10000/ata1213-shape/",0,r_sicili
r_sicili:fcb54a98-2379-4341-8ca5-a329c8f4ed90,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"sismica,terremoti,etna,microzonazione,rischio sismico,geologia,faglie,edifici,scheda aedes,acireale,santa venerina,aci catena,zafferana etnea,milo,sant'alfio,piedimonte etneo,linguaglossa,giarre",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Esiti_agibilita_fabbricati/wms?,"Copertura delle localizzazioni degli edifici oggetto di sopralluogo di agibilità (Scheda AeDES) nell'immediato post - sisma, nei Comuni del versante orientale dell'Etna colpiti dagli eventi sismici - vulcanici del 2002. OPCM 3278/2003.
Attività curate dal Dipartimento Regionale della Protezione Civile.",0,r_sicili
